location_id,neighbourhood_id,total_traffic_volume,total_median_income,labor_force_amount
3969,1,13663,33600,18405
3970,1,75871,33600,18405
3971,1,28496,33600,18405
3972,1,27930,33600,18405
3973,1,21627,33600,18405
4238,1,7757,33600,18405
4239,1,5653,33600,18405
4436,1,16913,33600,18405
4438,1,11706,33600,18405
4440,1,47325,33600,18405
4672,1,31220,33600,18405
4807,1,40171,33600,18405
4808,1,35185,33600,18405
5038,1,8035,33600,18405
5093,1,7287,33600,18405
5094,1,3426,33600,18405
5095,1,9884,33600,18405
5117,1,96862,33600,18405
5121,1,13206,33600,18405
5122,1,19657,33600,18405
5123,1,17253,33600,18405
5125,1,12401,33600,18405
5162,1,19401,33600,18405
5485,1,2743,33600,18405
5547,1,20838,33600,18405
5599,1,29871,33600,18405
5718,1,8082,33600,18405
5782,1,24615,33600,18405
5783,1,16921,33600,18405
5786,1,43082,33600,18405
5962,1,3295,33600,18405
6111,1,3552,33600,18405
9815,1,3044,33600,18405
11244,1,3123,33600,18405
11245,1,3116,33600,18405
11308,1,12734,33600,18405
13554,1,4735,33600,18405
25111,1,3944,33600,18405
30709,1,9321,33600,18405
34793,1,2324,33600,18405
35270,1,16010,33600,18405
35404,1,5920,33600,18405
35747,1,5225,33600,18405
38018,1,1620,33600,18405
39033,1,10636,33600,18405
40516,1,7885,33600,18405
41290,1,3520,33600,18405
41296,1,3877,33600,18405
42443,1,2688,33600,18405
43128,1,3714,33600,18405
43410,1,13082,33600,18405
43652,1,6586,33600,18405
50109,1,6497,33600,18405
4327,2,11051,29600,14360
4439,2,6751,29600,14360
4728,2,8758,29600,14360
5127,2,8321,29600,14360
5182,2,16631,29600,14360
5506,2,31235,29600,14360
5507,2,75321,29600,14360
5746,2,23048,29600,14360
5978,2,7237,29600,14360
12899,2,2653,29600,14360
26876,2,8397,29600,14360
31848,2,1660,29600,14360
32482,2,6890,29600,14360
43030,2,4568,29600,14360
4317,3,41122,32800,4990
5126,3,10730,32800,4990
6191,3,10350,32800,4990
20296,3,14362,32800,4990
42301,3,12129,32800,4990
43550,3,942,32800,4990
4318,4,13525,33600,5305
4727,4,10490,33600,5305
5124,4,12145,33600,5305
5505,4,10470,33600,5305
12902,4,20805,33600,5305
16365,4,13322,33600,5305
30710,4,9716,33600,5305
41324,4,738,33600,5305
43557,4,10510,33600,5305
5525,5,4477,34400,4425
5784,5,3907,34400,4425
6177,5,3544,34400,4425
28287,5,29216,34400,4425
41619,5,5816,34400,4425
42304,5,17103,34400,4425
4354,6,11847,34400,10525
5120,6,13817,34400,10525
5147,6,12053,34400,10525
5448,6,32876,34400,10525
5450,6,3445,34400,10525
5719,6,28597,34400,10525
6469,6,13662,34400,10525
25913,6,3789,34400,10525
28980,6,13296,34400,10525
30708,6,10407,34400,10525
41629,6,731,34400,10525
41678,6,1284,34400,10525
42953,6,1549,34400,10525
4297,7,4799,40800,11040
4325,7,20717,40800,11040
4326,7,25615,40800,11040
4584,7,48942,40800,11040
4726,7,9711,40800,11040
4980,7,26694,40800,11040
5039,7,3650,40800,11040
5504,7,43781,40800,11040
5977,7,51133,40800,11040
6441,7,11847,40800,11040
6458,7,14146,40800,11040
22742,7,9517,40800,11040
22752,7,2609,40800,11040
37596,7,7008,40800,11040
43334,7,9883,40800,11040
4391,8,50460,40400,4995
4393,8,4547,40400,4995
4394,8,43082,40400,4995
5026,8,59973,40400,4995
5169,8,19071,40400,4995
5170,8,17708,40400,4995
5558,8,21960,40400,4995
5562,8,8926,40400,4995
6165,8,2509,40400,4995
31854,8,6704,40400,4995
33253,8,8342,40400,4995
34505,8,10601,40400,4995
38106,8,2509,40400,4995
43133,8,8050,40400,4995
43329,8,4517,40400,4995
43330,8,843,40400,4995
43339,8,8248,40400,4995
50112,8,2928,40400,4995
4378,9,38118,48400,8105
4379,9,19158,48400,8105
4981,9,38777,48400,8105
5176,9,3710,48400,8105
5993,9,15039,48400,8105
6193,9,29943,48400,8105
11540,9,15082,48400,8105
11562,9,15764,48400,8105
11763,9,9618,48400,8105
12160,9,8563,48400,8105
31007,9,10943,48400,8105
33249,9,13434,48400,8105
38936,9,16979,48400,8105
41597,9,2935,48400,8105
42940,9,1690,48400,8105
43332,9,1724,48400,8105
4296,10,10013,58800,5880
4323,10,40966,58800,5880
4324,10,9831,58800,5880
6468,10,10047,58800,5880
31868,10,1631,58800,5880
37599,10,11008,58800,5880
41592,10,9318,58800,5880
43327,10,2234,58800,5880
5386,11,26737,44400,9770
31867,11,1672,44400,9770
41589,11,5578,44400,9770
43528,11,831,44400,9770
50061,11,3628,44400,9770
4537,12,22079,46800,5215
38154,12,13524,46800,5215
38557,12,10451,46800,5215
4263,13,5334,39200,6495
28971,13,4750,39200,6495
38809,13,5399,39200,6495
43336,13,5622,39200,6495
4512,15,14773,74500,4595
4888,15,18754,74500,4595
5141,15,3583,74500,4595
5296,15,36787,74500,4595
6477,15,9656,74500,4595
7341,15,20979,74500,4595
32815,15,23107,74500,4595
37770,15,7184,74500,4595
39027,15,4884,74500,4595
41593,15,1219,74500,4595
43087,15,12248,74500,4595
43088,15,12317,74500,4595
43090,15,15423,74500,4595
43417,15,8539,74500,4595
43650,15,6056,74500,4595
43657,15,2842,74500,4595
4475,16,23754,48400,14045
4897,16,71516,48400,14045
5168,16,19416,48400,14045
5271,16,64245,48400,14045
5309,16,33955,48400,14045
5559,16,15224,48400,14045
6046,16,14644,48400,14045
6471,16,14424,48400,14045
11724,16,17233,48400,14045
12173,16,15157,48400,14045
26664,16,14522,48400,14045
28054,16,12180,48400,14045
33919,16,15732,48400,14045
33981,16,13861,48400,14045
33983,16,947,48400,14045
34508,16,3002,48400,14045
36802,16,25702,48400,14045
36883,16,16206,48400,14045
38057,16,15220,48400,14045
38066,16,15464,48400,14045
38071,16,15551,48400,14045
38556,16,15305,48400,14045
41878,16,2629,48400,14045
41922,16,35280,48400,14045
41979,16,2783,48400,14045
41980,16,326,48400,14045
41981,16,6796,48400,14045
42006,16,4327,48400,14045
42071,16,1375,48400,14045
42303,16,8330,48400,14045
42309,16,7933,48400,14045
43033,16,2857,48400,14045
43089,16,15696,48400,14045
43159,16,6077,48400,14045
43647,16,8378,48400,14045
43649,16,17763,48400,14045
43651,16,9966,48400,14045
43655,16,9196,48400,14045
43656,16,6604,48400,14045
43658,16,9012,48400,14045
5118,18,10357,37600,6190
5160,18,3110,37600,6190
5501,18,11964,37600,6190
5526,18,8920,37600,6190
5975,18,10953,37600,6190
11133,18,7762,37600,6190
21666,18,14741,37600,6190
41246,18,8375,37600,6190
41908,18,2074,37600,6190
42300,18,282,37600,6190
3934,19,12286,46000,6770
4286,19,13315,46000,6770
4407,19,40089,46000,6770
34934,19,4609,46000,6770
4707,20,30760,45200,6940
4836,20,7390,45200,6940
5205,20,17336,45200,6940
5477,20,12960,45200,6940
5729,20,12539,45200,6940
5957,20,11332,45200,6940
7281,20,18452,45200,6940
24210,20,5782,45200,6940
41363,20,22550,45200,6940
43191,20,1010,45200,6940
43331,20,1121,45200,6940
43529,20,2917,45200,6940
43646,20,12273,45200,6940
4352,21,16364,31200,5770
4360,21,87380,31200,5770
4838,21,10965,31200,5770
4839,21,5410,31200,5770
6024,21,6263,31200,5770
6178,21,11571,31200,5770
4427,22,14302,32400,8220
5111,22,19761,32400,8220
5549,22,82975,32400,8220
33866,22,13162,32400,8220
35340,22,8515,32400,8220
41355,22,13849,32400,8220
42302,22,6372,32400,8220
43549,22,824,32400,8220
4804,23,20996,39600,5970
6252,23,20991,39600,5970
11211,23,21156,39600,5970
43434,23,1200,39600,5970
4491,24,60666,29400,9045
42452,24,1865,29400,9045
6135,25,10014,30400,13575
41594,25,5329,30400,13575
4055,27,6861,32400,14995
4076,27,15789,32400,14995
4077,27,25658,32400,14995
4078,27,14654,32400,14995
4079,27,13558,32400,14995
4094,27,8977,32400,14995
4095,27,8542,32400,14995
4107,27,69446,32400,14995
4369,27,12801,32400,14995
4370,27,44695,32400,14995
4403,27,38473,32400,14995
4524,27,15473,32400,14995
4525,27,114649,32400,14995
4909,27,13554,32400,14995
4910,27,12685,32400,14995
5181,27,61593,32400,14995
5375,27,56458,32400,14995
5554,27,1738,32400,14995
5579,27,35083,32400,14995
6010,27,34451,32400,14995
6138,27,17023,32400,14995
6424,27,5743,32400,14995
6476,27,5117,32400,14995
11678,27,14375,32400,14995
12230,27,9170,32400,14995
22733,27,13699,32400,14995
28004,27,27747,32400,14995
29710,27,9469,32400,14995
30151,27,6040,32400,14995
30154,27,4889,32400,14995
30155,27,4848,32400,14995
30635,27,4697,32400,14995
32254,27,5160,32400,14995
32479,27,5713,32400,14995
32586,27,10590,32400,14995
33850,27,5255,32400,14995
36086,27,5691,32400,14995
38560,27,4132,32400,14995
41260,27,4180,32400,14995
41591,27,4275,32400,14995
42305,27,17458,32400,14995
42428,27,7974,32400,14995
42448,27,2719,32400,14995
42956,27,2526,32400,14995
50085,27,5142,32400,14995
4488,28,21953,31400,4135
5023,28,18267,31400,4135
5612,28,19962,31400,4135
16487,28,6331,31400,4135
4068,29,24251,37200,4985
4074,29,61179,37200,4985
4521,29,18007,37200,4985
5320,29,17804,37200,4985
5439,29,22594,37200,4985
5825,29,17864,37200,4985
5826,29,16823,37200,4985
6053,29,22113,37200,4985
25371,29,4210,37200,4985
43476,29,3156,37200,4985
50068,29,2331,37200,4985
3940,30,74606,34400,8470
3974,30,8726,34400,8470
4219,30,9853,34400,8470
4982,30,163745,34400,8470
5318,30,16071,34400,8470
5646,30,13192,34400,8470
5710,30,16153,34400,8470
5933,30,20527,34400,8470
5934,30,20961,34400,8470
12044,30,6627,34400,8470
12104,30,6270,34400,8470
31240,30,7238,34400,8470
31832,30,7179,34400,8470
31852,30,10995,34400,8470
41621,30,2995,34400,8470
42442,30,13875,34400,8470
42939,30,2698,34400,8470
43441,30,8247,34400,8470
4084,31,11232,36400,8900
4102,31,21850,36400,8900
4947,31,29026,36400,8900
4960,31,11978,36400,8900
5373,31,10006,36400,8900
5428,31,62922,36400,8900
5671,31,29954,36400,8900
5711,31,14570,36400,8900
5712,31,13995,36400,8900
5870,31,20983,36400,8900
6173,31,20934,36400,8900
6395,31,10942,36400,8900
12229,31,12867,36400,8900
14548,31,15579,36400,8900
16758,31,8773,36400,8900
23247,31,10353,36400,8900
31902,31,16160,36400,8900
36665,31,7688,36400,8900
41109,31,2623,36400,8900
41396,31,20531,36400,8900
50059,31,4178,36400,8900
50080,31,28080,36400,8900
50081,31,10449,36400,8900
50110,31,1985,36400,8900
4147,32,26319,37200,10165
4624,32,37534,37200,10165
4961,32,21176,37200,10165
5024,32,22439,37200,10165
32790,32,16862,37200,10165
34290,32,2221,37200,10165
36664,32,7575,37200,10165
41247,32,6329,37200,10165
41395,32,21086,37200,10165
41462,32,18472,37200,10165
41606,32,1972,37200,10165
41919,32,1678,37200,10165
42965,32,2190,37200,10165
42973,32,2925,37200,10165
43595,32,15556,37200,10165
50114,32,5277,37200,10165
4592,33,14050,42000,10055
4698,33,44303,42000,10055
4699,33,27115,42000,10055
4948,33,38819,42000,10055
4987,33,14726,42000,10055
5677,33,15785,42000,10055
5948,33,59009,42000,10055
5973,33,120659,42000,10055
6066,33,49851,42000,10055
6120,33,74352,42000,10055
6454,33,24599,42000,10055
12129,33,30058,42000,10055
31349,33,3586,42000,10055
39035,33,13095,42000,10055
41219,33,3623,42000,10055
41348,33,98080,42000,10055
41352,33,965,42000,10055
41744,33,6517,42000,10055
42072,33,902,42000,10055
43053,33,14600,42000,10055
43207,33,3618,42000,10055
4106,34,16252,37600,8880
4123,34,27637,37600,8880
4149,34,34803,37600,8880
4371,34,135306,37600,8880
4949,34,5987,37600,8880
5857,34,6669,37600,8880
5859,34,5962,37600,8880
5868,34,31640,37600,8880
5905,34,37123,37600,8880
24919,34,16333,37600,8880
32570,34,6346,37600,8880
32577,34,6719,37600,8880
35339,34,5307,37600,8880
38051,34,11009,37600,8880
42016,34,858,37600,8880
42062,34,5223,37600,8880
42064,34,688,37600,8880
42065,34,377,37600,8880
42066,34,857,37600,8880
42067,34,783,37600,8880
42068,34,3002,37600,8880
42069,34,1867,37600,8880
42904,34,1235,37600,8880
43040,34,427,37600,8880
43135,34,1437,37600,8880
43136,34,768,37600,8880
43137,34,525,37600,8880
43138,34,667,37600,8880
43139,34,477,37600,8880
43203,34,268,37600,8880
43310,34,5939,37600,8880
50070,34,489,37600,8880
50086,34,2562,37600,8880
50087,34,946,37600,8880
5165,35,7087,33600,13620
5908,35,21676,33600,13620
5998,35,7558,33600,13620
22810,35,35969,33600,13620
32478,35,6807,33600,13620
43354,35,2460,33600,13620
43429,35,2113,33600,13620
43430,35,3392,33600,13620
43538,35,20184,33600,13620
4400,36,31969,32800,13110
4990,36,45332,32800,13110
5555,36,28546,32800,13110
5769,36,24156,32800,13110
5909,36,18885,32800,13110
6080,36,20456,32800,13110
6127,36,52933,32800,13110
6229,36,14934,32800,13110
6317,36,18615,32800,13110
36005,36,20942,32800,13110
41285,36,16237,32800,13110
42306,36,21060,32800,13110
42418,36,4370,32800,13110
42419,36,4090,32800,13110
42528,36,20419,32800,13110
43552,36,5742,32800,13110
4150,37,40475,37600,9340
4372,37,5714,37600,9340
4588,37,18211,37600,9340
4755,37,5480,37600,9340
4989,37,16951,37600,9340
5906,37,16775,37600,9340
6123,37,4877,37600,9340
6227,37,25853,37600,9340
11670,37,5836,37600,9340
30713,37,7050,37600,9340
31580,37,5358,37600,9340
41287,37,14634,37600,9340
42011,37,4560,37600,9340
42420,37,3883,37600,9340
42421,37,3347,37600,9340
43140,37,2252,37600,9340
4148,38,18868,45200,9135
4666,38,17473,45200,9135
4988,38,114285,45200,9135
5401,38,84704,45200,9135
5412,38,12485,45200,9135
5500,38,8812,45200,9135
5691,38,15082,45200,9135
5928,38,7346,45200,9135
6296,38,14413,45200,9135
12211,38,3232,45200,9135
31102,38,3833,45200,9135
36716,38,12692,45200,9135
41613,38,1371,45200,9135
41624,38,1312,45200,9135
41625,38,746,45200,9135
41626,38,1690,45200,9135
42012,38,4108,45200,9135
42907,38,1440,45200,9135
4146,39,19002,54000,11320
4196,39,176170,54000,11320
4587,39,17708,54000,11320
4591,39,14673,54000,11320
4608,39,25379,54000,11320
4625,39,16012,54000,11320
5007,39,86285,54000,11320
5008,39,17798,54000,11320
5079,39,10158,54000,11320
5417,39,18242,54000,11320
5418,39,20586,54000,11320
5420,39,19903,54000,11320
5466,39,18602,54000,11320
5898,39,18102,54000,11320
5901,39,19030,54000,11320
5925,39,19677,54000,11320
5926,39,19132,54000,11320
6087,39,19504,54000,11320
6304,39,21060,54000,11320
7329,39,34875,54000,11320
7349,39,15041,54000,11320
11722,39,15226,54000,11320
33397,39,15709,54000,11320
39335,39,762,54000,11320
39337,39,1826,54000,11320
42334,39,8154,54000,11320
42335,39,970,54000,11320
42336,39,1883,54000,11320
42337,39,2001,54000,11320
42338,39,752,54000,11320
42384,39,3513,54000,11320
42412,39,3118,54000,11320
42413,39,3465,54000,11320
42441,39,16179,54000,11320
42617,39,3255,54000,11320
43049,39,16351,54000,11320
43051,39,621,54000,11320
43052,39,607,54000,11320
43209,39,2917,54000,11320
43397,39,4600,54000,11320
43527,39,1833,54000,11320
4222,40,11114,46400,8680
4271,40,20890,46400,8680
4281,40,88879,46400,8680
4331,40,37993,46400,8680
4665,40,48732,46400,8680
5080,40,18723,46400,8680
5131,40,49293,46400,8680
5517,40,29208,46400,8680
5949,40,17966,46400,8680
5950,40,18617,46400,8680
6102,40,37377,46400,8680
6107,40,22894,46400,8680
28473,40,7334,46400,8680
31277,40,5597,46400,8680
31475,40,7083,46400,8680
41923,40,2367,46400,8680
41924,40,2847,46400,8680
43553,40,2640,46400,8680
4278,41,22529,72000,4435
4618,41,24443,72000,4435
4664,41,5133,72000,4435
5471,41,22990,72000,4435
5731,41,20791,72000,4435
6105,41,7191,72000,4435
6261,41,17127,72000,4435
11205,41,11746,72000,4435
22723,41,12043,72000,4435
39510,41,1811,72000,4435
41110,41,16885,72000,4435
42444,41,5063,72000,4435
42611,41,1909,72000,4435
42612,41,22258,72000,4435
42613,41,22060,72000,4435
42974,41,9718,72000,4435
4340,42,27513,46400,13770
4342,42,49751,46400,13770
4343,42,114893,46400,13770
4736,42,38011,46400,13770
4737,42,54546,46400,13770
5081,42,16846,46400,13770
5130,42,30987,46400,13770
5134,42,54548,46400,13770
5406,42,9878,46400,13770
5434,42,55747,46400,13770
5436,42,57596,46400,13770
5519,42,32919,46400,13770
5520,42,85304,46400,13770
5725,42,32952,46400,13770
5951,42,21358,46400,13770
6216,42,41647,46400,13770
6293,42,30689,46400,13770
12009,42,11637,46400,13770
27805,42,6970,46400,13770
29723,42,13259,46400,13770
38925,42,15062,46400,13770
38989,42,14956,46400,13770
39104,42,27823,46400,13770
39750,42,10195,46400,13770
4414,43,10573,34000,8580
4589,43,33684,34000,8580
5378,43,10329,34000,8580
5384,43,18604,34000,8580
5432,43,50480,34000,8580
6379,43,8543,34000,8580
41380,43,3454,34000,8580
41622,43,4730,34000,8580
43363,43,10901,34000,8580
4967,44,13309,30400,10490
5516,44,84740,30400,10490
5681,44,19427,30400,10490
5748,44,40342,30400,10490
27807,44,3487,30400,10490
27808,44,5368,30400,10490
41907,44,15397,30400,10490
43432,44,16109,30400,10490
43622,44,785,30400,10490
43623,44,720,30400,10490
43624,44,902,30400,10490
43625,44,1049,30400,10490
43626,44,973,30400,10490
43627,44,2684,30400,10490
50099,44,16402,30400,10490
4367,46,19057,34400,7730
43127,46,16284,34400,7730
4332,47,13747,34800,14030
4363,47,34064,34800,14030
4738,47,14408,34800,14030
4739,47,50421,34800,14030
4740,47,49003,34800,14030
5513,47,25757,34800,14030
5543,47,57648,34800,14030
5750,47,25269,34800,14030
5751,47,31512,34800,14030
5752,47,33121,34800,14030
5754,47,13019,34800,14030
5985,47,13059,34800,14030
22572,47,26045,34800,14030
25383,47,15355,34800,14030
41376,47,6123,34800,14030
41461,47,1462,34800,14030
41580,47,1557,34800,14030
42388,47,3600,34800,14030
42906,47,3232,34800,14030
43583,47,16802,34800,14030
50084,47,4249,34800,14030
4345,48,30506,34400,7545
4741,48,44695,34400,7545
4742,48,165338,34400,7545
5515,48,19170,34400,7545
5534,48,30763,34400,7545
5563,48,50953,34400,7545
5573,48,89376,34400,7545
5755,48,10667,34400,7545
6247,48,75446,34400,7545
13986,48,9650,34400,7545
33532,48,2569,34400,7545
42387,48,18061,34400,7545
4284,49,67393,38000,5795
5511,49,54293,38000,5795
11346,49,9741,38000,5795
41209,49,4653,38000,5795
50117,49,1539,38000,5795
4233,50,6113,34000,8235
4669,50,3033,34000,8235
4670,50,7921,34000,8235
5050,50,10342,34000,8235
5060,50,12525,34000,8235
5717,50,57519,34000,8235
5944,50,21373,34000,8235
6006,50,33290,34000,8235
6237,50,6186,34000,8235
6238,50,6375,34000,8235
31100,50,4293,34000,8235
31862,50,3131,34000,8235
38009,50,7359,34000,8235
39613,50,6948,34000,8235
41159,50,3326,34000,8235
41161,50,34202,34000,8235
42008,50,20981,34000,8235
42389,50,20869,34000,8235
42416,50,6630,34000,8235
42417,50,3825,34000,8235
42427,50,1599,34000,8235
43046,50,1495,34000,8235
50071,50,534,34000,8235
5728,52,22262,43200,12940
6295,52,17595,43200,12940
22620,52,20699,43200,12940
27229,52,13867,43200,12940
37196,52,21488,43200,12940
41322,52,9550,43200,12940
41579,52,2466,43200,12940
50113,52,1218,43200,12940
3983,53,28903,38400,12015
4311,53,15352,38400,12015
4344,53,53518,38400,12015
5491,53,46297,38400,12015
5492,53,47497,38400,12015
5739,53,46106,38400,12015
5749,53,31581,38400,12015
5963,53,7061,38400,12015
28042,53,1526,38400,12015
28048,53,1032,38400,12015
41325,53,1505,38400,12015
41339,53,710,38400,12015
41340,53,749,38400,12015
50076,53,4980,38400,12015
3943,54,23725,37600,9300
4783,54,11190,37600,9300
5340,54,12456,37600,9300
5377,54,8750,37600,9300
5770,54,14351,37600,9300
11761,54,7817,37600,9300
12015,54,8568,37600,9300
25723,54,7478,37600,9300
31339,54,1178,37600,9300
35962,54,650,37600,9300
38706,54,685,37600,9300
38707,54,2602,37600,9300
41307,54,317,37600,9300
42521,54,12000,37600,9300
42522,54,11732,37600,9300
4117,55,55352,29400,8700
4567,55,27683,29400,8700
4720,55,15156,29400,8700
4957,55,65091,29400,8700
11680,55,23587,29400,8700
27425,55,4608,29400,8700
4275,56,13694,64000,8925
4276,56,16429,64000,8925
4570,56,64245,64000,8925
4702,56,37458,64000,8925
4962,56,6701,64000,8925
4970,56,12629,64000,8925
4972,56,21531,64000,8925
5376,56,7872,64000,8925
6104,56,11333,64000,8925
6200,56,6062,64000,8925
6241,56,11696,64000,8925
6462,56,2969,64000,8925
11867,56,5984,64000,8925
11885,56,17965,64000,8925
11904,56,6299,64000,8925
11910,56,8434,64000,8925
11916,56,3094,64000,8925
12068,56,13427,64000,8925
12220,56,9820,64000,8925
26345,56,3543,64000,8925
26567,56,3394,64000,8925
26863,56,6443,64000,8925
29433,56,2534,64000,8925
29434,56,1196,64000,8925
29435,56,3383,64000,8925
34719,56,2344,64000,8925
42429,56,4676,64000,8925
42552,56,8448,64000,8925
42553,56,3547,64000,8925
42554,56,3951,64000,8925
42555,56,5651,64000,8925
42556,56,1133,64000,8925
42557,56,1633,64000,8925
42558,56,2279,64000,8925
42951,56,7129,64000,8925
42994,56,2868,64000,8925
50065,56,1119,64000,8925
4293,57,10098,38800,6250
5483,57,124003,38800,6250
5484,57,8908,38800,6250
5965,57,7044,38800,6250
11673,57,7081,38800,6250
12048,57,7938,38800,6250
24877,57,6629,38800,6250
28281,57,7912,38800,6250
28960,57,7729,38800,6250
28979,57,6760,38800,6250
29503,57,1537,38800,6250
32089,57,6972,38800,6250
38151,57,11507,38800,6250
38153,57,23722,38800,6250
41305,57,868,38800,6250
42073,57,1793,38800,6250
43536,57,7004,38800,6250
43537,57,4165,38800,6250
50091,57,6765,38800,6250
3941,58,20145,44400,4960
4784,58,157352,44400,4960
4964,58,17846,44400,4960
5100,58,16306,44400,4960
5116,58,60707,44400,4960
